trip,dept_name,last_name,reason_description,expense_seq,account_no,account_description,gross_amount
2647,Finance,Pham,"off-site meeting",4,2000,alcohol,17.7
2648,Executive,Mcnally,conference,1,4000,hotel,355.11
2648,Executive,Mcnally,conference,2,1000,"meal (no alcohol)",20.57
2648,Executive,Mcnally,conference,3,9000,"rental car",382.37
2648,Executive,Mcnally,conference,4,1000,"meal (no alcohol)",33.64
2649,"Human Resources",Jeffery,"off-site meeting",1,1000,"meal (no alcohol)",26.03
2649,"Human Resources",Jeffery,"off-site meeting",2,3000,catering,202.28
2649,"Human Resources",Jeffery,"off-site meeting",3,4000,hotel,363.34
2650,Logistics,Witt,"off-site meeting",1,10000,"other transportatoin",57.21
2650,Logistics,Witt,"off-site meeting",2,8000,taxi,30.44
2650,Logistics,Witt,"off-site meeting",3,8000,taxi,18.23
2651,Purchasing,Delarosa,"supplier visit",1,10000,"other transportatoin",63.45
2651,Purchasing,Delarosa,"supplier visit",2,4000,hotel,592.15
2651,Purchasing,Delarosa,"supplier visit",3,4000,hotel,259.25
2652,Purchasing,Whelan,"sales call",1,7000,"plane fare",688.56
2652,Purchasing,Whelan,"sales call",2,7000,"plane fare",833.31
2653,"Human Resources",Salgado,"sales call",1,1000,"meal (no alcohol)",25.98
2653,"Human Resources",Salgado,"sales call",2,6000,misc,58.02
2653,"Human Resources",Salgado,"sales call",3,9000,"rental car",371.13
2654,Purchasing,Whelan,"off-site meeting",1,5000,"conference fees",1244.2
2654,Purchasing,Whelan,"off-site meeting",2,8000,taxi,33.68
2654,Purchasing,Whelan,"off-site meeting",3,8000,taxi,20.53
2654,Purchasing,Whelan,"off-site meeting",4,2000,alcohol,10.02
2654,Purchasing,Whelan,"off-site meeting",5,5000,"conference fees",849.4
2655,Executive,Delaney,"supplier visit",1,7000,"plane fare",596.75
2655,Executive,Delaney,"supplier visit",2,3000,catering,605
2655,Executive,Delaney,"supplier visit",3,7000,"plane fare",624.8
2655,Executive,Delaney,"supplier visit",4,1000,"meal (no alcohol)",36.12
2656,"Human Resources",Macdonald,"off-site meeting",1,5000,"conference fees",714.8
2656,"Human Resources",Macdonald,"off-site meeting",2,9000,"rental car",409.91
2656,"Human Resources",Macdonald,"off-site meeting",3,3000,catering,271.72
2657,Executive,Barrett,"off-site meeting",1,1000,"meal (no alcohol)",26.26
2657,Executive,Barrett,"off-site meeting",2,8000,taxi,19.14
2658,Finance,Alcock,"site visit",1,9000,"rental car",448.33
2658,Finance,Alcock,"site visit",2,2000,alcohol,18.43
2658,Finance,Alcock,"site visit",3,7000,"plane fare",968.74
2658,Finance,Alcock,"site visit",4,9000,"rental car",238.08
2659,Purchasing,Parry,"off-site meeting",1,5000,"conference fees",713.71
2659,Purchasing,Parry,"off-site meeting",2,4000,hotel,849.57
2659,Purchasing,Parry,"off-site meeting",3,5000,"conference fees",461.65
2660,Quality,Piper,conference,1,3000,catering,638.86
2660,Quality,Piper,conference,2,10000,"other transportatoin",139.85
2660,Quality,Piper,conference,3,9000,"rental car",617.77
2660,Quality,Piper,conference,4,8000,taxi,29.03
2661,Finance,Murphy,"off-site meeting",1,4000,hotel,487
2661,Finance,Murphy,"off-site meeting",2,7000,"plane fare",653.42
2662,"Human Resources",Salgado,"site visit",1,7000,"plane fare",587.85
2662,"Human Resources",Salgado,"site visit",2,6000,misc,69.31
2662,"Human Resources",Salgado,"site visit",3,7000,"plane fare",831.6
2663,Finance,Goff,"supplier visit",1,4000,hotel,476.8
2663,Finance,Goff,"supplier visit",2,7000,"plane fare",915.29
2663,Finance,Goff,"supplier visit",3,4000,hotel,91.65
2664,"Human Resources",Elliott,"site visit",1,4000,hotel,436.01
2664,"Human Resources",Elliott,"site visit",2,3000,catering,782.27
2664,"Human Resources",Elliott,"site visit",3,3000,catering,1013.01
2664,"Human Resources",Elliott,"site visit",4,9000,"rental car",326.05
2665,Operations,Odling,"supplier visit",1,2000,alcohol,7.04
2665,Operations,Odling,"supplier visit",2,6000,misc,46.12
2665,Operations,Odling,"supplier visit",3,3000,catering,347.67
2666,Quality,Piper,"off-site meeting",1,6000,misc,54.38
2666,Quality,Piper,"off-site meeting",2,8000,taxi,32.27
2666,Quality,Piper,"off-site meeting",3,5000,"conference fees",1248.54
2666,Quality,Piper,"off-site meeting",4,1000,"meal (no alcohol)",22.42
2667,"Information Technology",Finley,"sales call",1,10000,"other transportatoin",29.4
2667,"Information Technology",Finley,"sales call",2,1000,"meal (no alcohol)",24.44
2667,"Information Technology",Finley,"sales call",3,7000,"plane fare",515.54
2667,"Information Technology",Finley,"sales call",4,4000,hotel,433.41
2668,Executive,Chavez,conference,1,8000,taxi,28.45
2668,Executive,Chavez,conference,2,1000,"meal (no alcohol)",31.98
2668,Executive,Chavez,conference,3,2000,alcohol,10.51
2669,Finance,Goff,"site visit",1,1000,"meal (no alcohol)",13.2
2669,Finance,Goff,"site visit",2,2000,alcohol,17.02
2670,Quality,Sexton,conference,1,10000,"other transportatoin",9.94
2670,Quality,Sexton,conference,2,1000,"meal (no alcohol)",25.39
2670,Quality,Sexton,conference,3,5000,"conference fees",834.3
2670,Quality,Sexton,conference,4,5000,"conference fees",732.96
2671,"Information Technology",Bass,"supplier visit",1,2000,alcohol,14.84
2671,"Information Technology",Bass,"supplier visit",2,3000,catering,439.28
2671,"Information Technology",Bass,"supplier visit",3,5000,"conference fees",831.51
2671,"Information Technology",Bass,"supplier visit",4,8000,taxi,43.28
2672,Executive,Graham,conference,1,7000,"plane fare",707.75
2672,Executive,Graham,conference,2,2000,alcohol,11.61
2672,Executive,Graham,conference,3,10000,"other transportatoin",72.2
2673,Operations,Michael,"supplier visit",1,1000,"meal (no alcohol)",31.08
2673,Operations,Michael,"supplier visit",2,2000,alcohol,8.92
2673,Operations,Michael,"supplier visit",3,8000,taxi,28.27
2674,"Human Resources",Major,"supplier visit",1,5000,"conference fees",1276.47
2674,"Human Resources",Major,"supplier visit",2,7000,"plane fare",689.48
2674,"Human Resources",Major,"supplier visit",3,5000,"conference fees",1381.18
2674,"Human Resources",Major,"supplier visit",4,1000,"meal (no alcohol)",16.91
2675,Quality,Nelson,"sales call",1,9000,"rental car",427.7
2675,Quality,Nelson,"sales call",2,1000,"meal (no alcohol)",24.51
2676,Executive,Cain,"sales call",1,6000,misc,43.78
2676,Executive,Cain,"sales call",2,5000,"conference fees",1138.37
2676,Executive,Cain,"sales call",3,9000,"rental car",323.29
2676,Executive,Cain,"sales call",4,5000,"conference fees",1051.37
2677,Finance,Lynch,"sales call",1,2000,alcohol,19.02
2677,Finance,Lynch,"sales call",2,6000,misc,55.98
2677,Finance,Lynch,"sales call",3,5000,"conference fees",1016.32
2678,Purchasing,Devine,"off-site meeting",1,6000,misc,68.76
2678,Purchasing,Devine,"off-site meeting",2,1000,"meal (no alcohol)",30.12
2678,Purchasing,Devine,"off-site meeting",3,6000,misc,70
2679,Purchasing,Devine,"site visit",1,3000,catering,442.3
2679,Purchasing,Devine,"site visit",2,4000,hotel,372.37
2679,Purchasing,Devine,"site visit",3,4000,hotel,648.38
2679,Purchasing,Devine,"site visit",4,2000,alcohol,7.7
2680,Finance,Goff,conference,1,4000,hotel,702.13
2680,Finance,Goff,conference,2,2000,alcohol,17.53
2680,Finance,Goff,conference,3,9000,"rental car",400.8
2681,Executive,Yang,"off-site meeting",1,7000,"plane fare",919.17
2681,Executive,Yang,"off-site meeting",2,1000,"meal (no alcohol)",35.84
2681,Executive,Yang,"off-site meeting",3,7000,"plane fare",808.82
2682,"Human Resources",Elliott,conference,1,9000,"rental car",590.49
2682,"Human Resources",Elliott,conference,2,6000,misc,43.96
2682,"Human Resources",Elliott,conference,3,5000,"conference fees",1151.92
2683,Executive,Barrett,conference,1,7000,"plane fare",961.77
2683,Executive,Barrett,conference,2,4000,hotel,455.44
2684,Executive,Barrett,"sales call",1,5000,"conference fees",803.28
2684,Executive,Barrett,"sales call",2,7000,"plane fare",636.44
2684,Executive,Barrett,"sales call",3,9000,"rental car",471.95
2685,Finance,Huang,"off-site meeting",1,10000,"other transportatoin",109.9
2685,Finance,Huang,"off-site meeting",2,5000,"conference fees",1211.4
2685,Finance,Huang,"off-site meeting",3,8000,taxi,36.41
2686,"Information Technology",Mcdermott,"sales call",1,9000,"rental car",350.7
2686,"Information Technology",Mcdermott,"sales call",2,8000,taxi,21.55
2686,"Information Technology",Mcdermott,"sales call",3,10000,"other transportatoin",5.28
2686,"Information Technology",Mcdermott,"sales call",4,9000,"rental car",217.77
2687,Purchasing,Delarosa,"off-site meeting",1,7000,"plane fare",794.28
2687,Purchasing,Delarosa,"off-site meeting",2,4000,hotel,489.59
2687,Purchasing,Delarosa,"off-site meeting",3,6000,misc,42.23
2688,"Information Technology",Ball,"sales call",1,3000,catering,870.45
2688,"Information Technology",Ball,"sales call",2,8000,taxi,36.16
2688,"Information Technology",Ball,"sales call",3,3000,catering,546.4
2689,Finance,Tucker,"supplier visit",1,8000,taxi,21.99
2689,Finance,Tucker,"supplier visit",2,9000,"rental car",302.94
2689,Finance,Tucker,"supplier visit",3,6000,misc,60.94
2690,Finance,Yates,"supplier visit",1,7000,"plane fare",810.01
2691,Executive,Dunn,conference,1,3000,catering,400.11
2691,Executive,Dunn,conference,2,4000,hotel,76
2691,Executive,Dunn,conference,3,7000,"plane fare",637.8
2692,Quality,Piper,"site visit",1,9000,"rental car",615.98
2692,Quality,Piper,"site visit",2,5000,"conference fees",1470.44
2692,Quality,Piper,"site visit",3,9000,"rental car",452.69
2692,Quality,Piper,"site visit",4,10000,"other transportatoin",89.51
2693,Purchasing,Wills,"supplier visit",1,8000,taxi,26.66
2693,Purchasing,Wills,"supplier visit",2,5000,"conference fees",1632.6
2694,Logistics,Witt,"off-site meeting",1,8000,taxi,24.79
2694,Logistics,Witt,"off-site meeting",2,6000,misc,40.71
2695,Quality,Piper,conference,1,8000,taxi,41.9
2695,Quality,Piper,conference,2,8000,taxi,27.56
2696,Finance,Huang,"site visit",1,10000,"other transportatoin",-27.28
2696,Finance,Huang,"site visit",2,6000,misc,55.82
2696,Finance,Huang,"site visit",3,6000,misc,38.83
2697,Purchasing,Chang,"site visit",1,5000,"conference fees",810.73
2698,Logistics,Harvey,"supplier visit",1,2000,alcohol,9.9
2698,Logistics,Harvey,"supplier visit",2,4000,hotel,646.79
2698,Logistics,Harvey,"supplier visit",3,7000,"plane fare",801.87
2699,Quality,Corbett,"supplier visit",1,5000,"conference fees",1039
2699,Quality,Corbett,"supplier visit",2,5000,"conference fees",799.07
2699,Quality,Corbett,"supplier visit",3,2000,alcohol,4.66
2700,Finance,Murphy,"supplier visit",1,10000,"other transportatoin",0
2700,Finance,Murphy,"supplier visit",2,8000,taxi,32.59
2701,Quality,Hibbert,"off-site meeting",1,6000,misc,59.06
2701,Quality,Hibbert,"off-site meeting",2,7000,"plane fare",1133.01
2702,Purchasing,Barr,"site visit",1,4000,hotel,257.27
2702,Purchasing,Barr,"site visit",2,9000,"rental car",409.95
2702,Purchasing,Barr,"site visit",3,4000,hotel,502.88
2702,Purchasing,Barr,"site visit",4,8000,taxi,42.84
2703,Executive,Chavez,"site visit",1,7000,"plane fare",681.82
2703,Executive,Chavez,"site visit",2,1000,"meal (no alcohol)",27.15
2703,Executive,Chavez,"site visit",3,4000,hotel,867.52
2703,Executive,Chavez,"site visit",4,10000,"other transportatoin",73.37
2704,Finance,Everett,"off-site meeting",1,4000,hotel,554.2
2705,Sales,Porter,"off-site meeting",1,7000,"plane fare",947.17
2705,Sales,Porter,"off-site meeting",2,7000,"plane fare",917.14
2705,Sales,Porter,"off-site meeting",3,10000,"other transportatoin",148.62
2705,Sales,Porter,"off-site meeting",4,1000,"meal (no alcohol)",15.24
2706,Purchasing,Roche,conference,1,1000,"meal (no alcohol)",1.61
2706,Purchasing,Roche,conference,2,8000,taxi,32.26
2706,Purchasing,Roche,conference,3,9000,"rental car",414.54
2707,Logistics,Harvey,"off-site meeting",1,6000,misc,42.42
2707,Logistics,Harvey,"off-site meeting",2,2000,alcohol,7.46
2707,Logistics,Harvey,"off-site meeting",3,1000,"meal (no alcohol)",15.31
2707,Logistics,Harvey,"off-site meeting",4,9000,"rental car",86.09
2708,Operations,Michael,"sales call",1,7000,"plane fare",1054.36
2708,Operations,Michael,"sales call",2,6000,misc,46.27
2709,"Information Technology",Milner,"site visit",1,5000,"conference fees",1402.77
2709,"Information Technology",Milner,"site visit",2,2000,alcohol,14.66
2709,"Information Technology",Milner,"site visit",3,4000,hotel,551.56
2710,"Information Technology",Knott,"site visit",1,4000,hotel,291.42
2710,"Information Technology",Knott,"site visit",2,6000,misc,49.08
2710,"Information Technology",Knott,"site visit",3,10000,"other transportatoin",41.49
2711,"Information Technology",Milner,conference,1,2000,alcohol,13.34
2711,"Information Technology",Milner,conference,2,7000,"plane fare",606.69
2712,Purchasing,Roche,"sales call",1,10000,"other transportatoin",28.25
2712,Purchasing,Roche,"sales call",2,7000,"plane fare",598.12
2712,Purchasing,Roche,"sales call",3,5000,"conference fees",1252.73
2713,Purchasing,Mohammed,conference,1,2000,alcohol,11.82
2713,Purchasing,Mohammed,conference,2,9000,"rental car",561.62
2713,Purchasing,Mohammed,conference,3,6000,misc,53.36
2714,"Human Resources",Major,conference,1,3000,catering,507.01
2714,"Human Resources",Major,conference,2,4000,hotel,565.12
2714,"Human Resources",Major,conference,3,6000,misc,45.07
2714,"Human Resources",Major,conference,4,3000,catering,564.19
2715,Finance,Marks,"off-site meeting",1,1000,"meal (no alcohol)",21.07
2716,"Information Technology",Buckner,"off-site meeting",1,6000,misc,42.91
2716,"Information Technology",Buckner,"off-site meeting",2,2000,alcohol,13.56
2717,"Information Technology",Molloy,"supplier visit",1,6000,misc,49.29
2717,"Information Technology",Molloy,"supplier visit",2,6000,misc,49.56
2718,Executive,Delaney,"off-site meeting",1,9000,"rental car",404.15
2719,Finance,Huang,"sales call",1,6000,misc,58.31
2719,Finance,Huang,"sales call",2,6000,misc,62.95
2719,Finance,Huang,"sales call",3,7000,"plane fare",519.08
2720,"Human Resources",Laing,"supplier visit",1,8000,taxi,43.8
2720,"Human Resources",Laing,"supplier visit",2,5000,"conference fees",792.62
2720,"Human Resources",Laing,"supplier visit",3,6000,misc,52.11
2721,"Information Technology",Cannon,conference,1,10000,"other transportatoin",129.19
2721,"Information Technology",Cannon,conference,2,1000,"meal (no alcohol)",15.51
2721,"Information Technology",Cannon,conference,3,10000,"other transportatoin",99.33
2722,Sales,Porter,"site visit",1,10000,"other transportatoin",32.6
2722,Sales,Porter,"site visit",2,5000,"conference fees",737.47
2722,Sales,Porter,"site visit",3,7000,"plane fare",725.43
2722,Sales,Porter,"site visit",4,6000,misc,55.36
2723,Quality,Nelson,"supplier visit",1,3000,catering,579.37
2723,Quality,Nelson,"supplier visit",2,4000,hotel,644.53
2724,Purchasing,Barr,"supplier visit",1,9000,"rental car",465.09
2724,Purchasing,Barr,"supplier visit",2,4000,hotel,625.61
2724,Purchasing,Barr,"supplier visit",3,5000,"conference fees",1198.72
2725,Finance,Vaughn,"off-site meeting",1,9000,"rental car",275.11
2725,Finance,Vaughn,"off-site meeting",2,8000,taxi,26.14
2725,Finance,Vaughn,"off-site meeting",3,6000,misc,45.11
2726,Purchasing,Brennan,conference,1,1000,"meal (no alcohol)",23.95
2726,Purchasing,Brennan,conference,2,3000,catering,279.12
2726,Purchasing,Brennan,conference,3,3000,catering,584.38
2726,Purchasing,Brennan,conference,4,10000,"other transportatoin",47.29
2727,"Information Technology",Buckner,"sales call",1,8000,taxi,22.48
2727,"Information Technology",Buckner,"sales call",2,3000,catering,427.88
2727,"Information Technology",Buckner,"sales call",3,3000,catering,568.62
2727,"Information Technology",Buckner,"sales call",4,3000,catering,503.77
2728,Operations,Booker,"site visit",1,4000,hotel,401.76
2728,Operations,Booker,"site visit",2,10000,"other transportatoin",139.76
2728,Operations,Booker,"site visit",3,9000,"rental car",418.52
2728,Operations,Booker,"site visit",4,2000,alcohol,14.44
2728,Operations,Booker,"site visit",5,9000,"rental car",634.94
2729,Sales,Choi,conference,1,10000,"other transportatoin",46.62
2729,Sales,Choi,conference,2,1000,"meal (no alcohol)",24.52
2729,Sales,Choi,conference,3,10000,"other transportatoin",25.83
2730,Purchasing,Chang,"supplier visit",1,5000,"conference fees",675.92
2730,Purchasing,Chang,"supplier visit",2,4000,hotel,564.46
2731,Logistics,Shah,"off-site meeting",1,2000,alcohol,8.55
2731,Logistics,Shah,"off-site meeting",2,6000,misc,45.08
2731,Logistics,Shah,"off-site meeting",3,3000,catering,224.36
2732,"Information Technology",David,"off-site meeting",1,9000,"rental car",261.59
2732,"Information Technology",David,"off-site meeting",2,8000,taxi,36.48
2732,"Information Technology",David,"off-site meeting",3,1000,"meal (no alcohol)",27.93
2733,Purchasing,Reynolds,"supplier visit",1,6000,misc,66.73
2733,Purchasing,Reynolds,"supplier visit",2,10000,"other transportatoin",84.92
2733,Purchasing,Reynolds,"supplier visit",3,9000,"rental car",387.4
2734,"Human Resources",Laing,"off-site meeting",1,1000,"meal (no alcohol)",25.68
2734,"Human Resources",Laing,"off-site meeting",2,6000,misc,31.22
2735,"Information Technology",Parker,conference,1,4000,hotel,254.27
2735,"Information Technology",Parker,conference,2,10000,"other transportatoin",56.54
2735,"Information Technology",Parker,conference,3,3000,catering,347.15
2736,Purchasing,Barr,"off-site meeting",1,7000,"plane fare",576.88
2736,Purchasing,Barr,"off-site meeting",2,3000,catering,618.42
2736,Purchasing,Barr,"off-site meeting",3,10000,"other transportatoin",135.64
2737,Executive,Barrett,conference,1,3000,catering,603.36
2737,Executive,Barrett,conference,2,1000,"meal (no alcohol)",38.15
2737,Executive,Barrett,conference,3,5000,"conference fees",1039.29
2738,Operations,Ballard,"site visit",1,9000,"rental car",347.78
2738,Operations,Ballard,"site visit",2,7000,"plane fare",607.01
2738,Operations,Ballard,"site visit",3,9000,"rental car",342.43
2738,Operations,Ballard,"site visit",4,1000,"meal (no alcohol)",8.59
2739,Operations,Booker,"sales call",1,3000,catering,356.09
2739,Operations,Booker,"sales call",2,1000,"meal (no alcohol)",29.66
2740,Finance,Tucker,"supplier visit",1,8000,taxi,34.52
2740,Finance,Tucker,"supplier visit",2,7000,"plane fare",1031.07
2740,Finance,Tucker,"supplier visit",3,4000,hotel,521.17
2740,Finance,Tucker,"supplier visit",4,3000,catering,533.62
2741,Purchasing,Barr,"site visit",1,7000,"plane fare",1079.87
2741,Purchasing,Barr,"site visit",2,9000,"rental car",457.55
2741,Purchasing,Barr,"site visit",3,3000,catering,344.08
2741,Purchasing,Barr,"site visit",4,6000,misc,50.29
2742,Operations,Hayward,conference,1,4000,hotel,553.58
2742,Operations,Hayward,conference,2,2000,alcohol,19.94
2742,Operations,Hayward,conference,3,8000,taxi,21.26
2743,Purchasing,Chang,conference,1,6000,misc,54.76
2743,Purchasing,Chang,conference,2,8000,taxi,37.91
2743,Purchasing,Chang,conference,3,2000,alcohol,7.34
2743,Purchasing,Chang,conference,4,6000,misc,39.95
2744,Executive,Yang,"supplier visit",1,5000,"conference fees",1280.49
2744,Executive,Yang,"supplier visit",2,10000,"other transportatoin",58.39
2744,Executive,Yang,"supplier visit",3,3000,catering,681.25
2744,Executive,Yang,"supplier visit",4,10000,"other transportatoin",60.76
2745,Logistics,Hills,"off-site meeting",1,8000,taxi,37.24
2745,Logistics,Hills,"off-site meeting",2,10000,"other transportatoin",58.13
2745,Logistics,Hills,"off-site meeting",3,8000,taxi,36.31
2746,Finance,Alcock,"sales call",1,4000,hotel,313.69
2746,Finance,Alcock,"sales call",2,3000,catering,545.07
2747,Purchasing,Chang,conference,1,2000,alcohol,8.3
2747,Purchasing,Chang,conference,2,8000,taxi,23.35
2747,Purchasing,Chang,conference,3,10000,"other transportatoin",114.67
2747,Purchasing,Chang,conference,4,10000,"other transportatoin",66.53
2747,Purchasing,Chang,conference,5,7000,"plane fare",807.24
2748,Operations,Booker,conference,1,10000,"other transportatoin",61
2748,Operations,Booker,conference,2,5000,"conference fees",1032.15
2748,Operations,Booker,conference,3,2000,alcohol,10.06
2749,Executive,Barrett,"supplier visit",1,2000,alcohol,10.98
2750,Purchasing,Parry,"sales call",1,3000,catering,385.03
2750,Purchasing,Parry,"sales call",2,7000,"plane fare",995.66
2751,Operations,Ballard,conference,1,9000,"rental car",439.32
2751,Operations,Ballard,conference,2,9000,"rental car",488.99
2751,Operations,Ballard,conference,3,2000,alcohol,3.51
2751,Operations,Ballard,conference,4,5000,"conference fees",718.88
2752,Sales,Choi,"supplier visit",1,4000,hotel,427.86
2752,Sales,Choi,"supplier visit",2,3000,catering,339.6
2753,Quality,Nelson,conference,1,3000,catering,359.03
2753,Quality,Nelson,conference,2,6000,misc,44.39
2753,Quality,Nelson,conference,3,2000,alcohol,11.68
2754,Executive,Barrett,conference,1,9000,"rental car",377.78
2754,Executive,Barrett,conference,2,3000,catering,194.71
2754,Executive,Barrett,conference,3,1000,"meal (no alcohol)",17.69
2754,Executive,Barrett,conference,4,8000,taxi,25.89
2755,"Information Technology",Molloy,"sales call",1,7000,"plane fare",1004.35
2755,"Information Technology",Molloy,"sales call",2,10000,"other transportatoin",34.62
2755,"Information Technology",Molloy,"sales call",3,4000,hotel,449.25
2756,Sales,Reader,"sales call",1,4000,hotel,181.89
2756,Sales,Reader,"sales call",2,4000,hotel,953.82
2756,Sales,Reader,"sales call",3,3000,catering,278.46
2756,Sales,Reader,"sales call",4,6000,misc,47.76
2757,Executive,Yang,"sales call",1,2000,alcohol,-0.01
2757,Executive,Yang,"sales call",2,8000,taxi,47.43
2758,"Information Technology",Molloy,"supplier visit",1,8000,taxi,34.56
2758,"Information Technology",Molloy,"supplier visit",2,6000,misc,66.44
2758,"Information Technology",Molloy,"supplier visit",3,1000,"meal (no alcohol)",18.89
2758,"Information Technology",Molloy,"supplier visit",4,4000,hotel,643.38
2759,Executive,Moran,"off-site meeting",1,2000,alcohol,2.12
2759,Executive,Moran,"off-site meeting",2,2000,alcohol,8.01
2759,Executive,Moran,"off-site meeting",3,7000,"plane fare",693.46
2759,Executive,Moran,"off-site meeting",4,8000,taxi,39.9
2759,Executive,Moran,"off-site meeting",5,6000,misc,47.66
2760,Operations,Michael,"supplier visit",1,3000,catering,734.28
2760,Operations,Michael,"supplier visit",2,2000,alcohol,4.16
2760,Operations,Michael,"supplier visit",3,4000,hotel,0
2761,Quality,Hibbert,conference,1,9000,"rental car",249.7
2761,Quality,Hibbert,conference,2,3000,catering,568.45
2761,Quality,Hibbert,conference,3,6000,misc,43.65
2761,Quality,Hibbert,conference,4,1000,"meal (no alcohol)",31.27
2762,Purchasing,Wills,"off-site meeting",1,10000,"other transportatoin",45.25
2762,Purchasing,Wills,"off-site meeting",2,2000,alcohol,11.14
2762,Purchasing,Wills,"off-site meeting",3,1000,"meal (no alcohol)",24.62
2762,Purchasing,Wills,"off-site meeting",4,5000,"conference fees",1399.18
2763,Finance,Pham,"supplier visit",1,6000,misc,49.28
2763,Finance,Pham,"supplier visit",2,5000,"conference fees",1618.07
2763,Finance,Pham,"supplier visit",3,8000,taxi,21.52
2763,Finance,Pham,"supplier visit",4,5000,"conference fees",-253.71
2764,Purchasing,Whelan,"supplier visit",1,10000,"other transportatoin",86.17
2764,Purchasing,Whelan,"supplier visit",2,1000,"meal (no alcohol)",31.71
2765,Purchasing,Mohammed,"supplier visit",1,1000,"meal (no alcohol)",12.88
2765,Purchasing,Mohammed,"supplier visit",2,3000,catering,345.84
2765,Purchasing,Mohammed,"supplier visit",3,9000,"rental car",244.04
2766,Purchasing,Roche,"site visit",1,3000,catering,760.6
2766,Purchasing,Roche,"site visit",2,3000,catering,433.9
2766,Purchasing,Roche,"site visit",3,5000,"conference fees",1287
2766,Purchasing,Roche,"site visit",4,3000,catering,379.6
2767,Finance,Martins,"off-site meeting",1,4000,hotel,140.08
2767,Finance,Martins,"off-site meeting",2,1000,"meal (no alcohol)",37.88
2767,Finance,Martins,"off-site meeting",3,5000,"conference fees",780.61
2768,Finance,Tucker,"supplier visit",1,6000,misc,41
2768,Finance,Tucker,"supplier visit",2,5000,"conference fees",508.97
2769,Logistics,Stevens,"off-site meeting",1,5000,"conference fees",725.05
2769,Logistics,Stevens,"off-site meeting",2,9000,"rental car",457.8
2770,"Human Resources",Robinson,"site visit",1,7000,"plane fare",870.72
2770,"Human Resources",Robinson,"site visit",2,4000,hotel,429.7
2771,Purchasing,Mckee,"site visit",1,9000,"rental car",410.99
2771,Purchasing,Mckee,"site visit",2,8000,taxi,50.51
2771,Purchasing,Mckee,"site visit",3,8000,taxi,15.81
2771,Purchasing,Mckee,"site visit",4,5000,"conference fees",603.99
2772,"Information Technology",Mcdermott,"off-site meeting",1,5000,"conference fees",1083.74
2773,"Information Technology",Parker,conference,1,4000,hotel,465.12
2773,"Information Technology",Parker,conference,2,9000,"rental car",429.52
2773,"Information Technology",Parker,conference,3,7000,"plane fare",791.11
2773,"Information Technology",Parker,conference,4,10000,"other transportatoin",169.22
2774,Operations,Michael,"off-site meeting",1,7000,"plane fare",967.74
2774,Operations,Michael,"off-site meeting",2,5000,"conference fees",1300.65
2774,Operations,Michael,"off-site meeting",3,9000,"rental car",399.54
2775,Purchasing,Mohammed,conference,1,3000,catering,494.44
2775,Purchasing,Mohammed,conference,2,7000,"plane fare",622.98
2775,Purchasing,Mohammed,conference,3,4000,hotel,414.06
2775,Purchasing,Mohammed,conference,4,6000,misc,59.5
2775,Purchasing,Mohammed,conference,5,9000,"rental car",490.22
2776,Executive,Goodman,"sales call",1,9000,"rental car",245.01
2776,Executive,Goodman,"sales call",2,2000,alcohol,1.25
2777,Finance,Martins,"supplier visit",1,7000,"plane fare",817.46
2777,Finance,Martins,"supplier visit",2,2000,alcohol,10.89
2777,Finance,Martins,"supplier visit",3,2000,alcohol,11.55
2778,Finance,Skinner,"sales call",1,7000,"plane fare",681.24
2778,Finance,Skinner,"sales call",2,10000,"other transportatoin",37.85
2778,Finance,Skinner,"sales call",3,4000,hotel,596.02
2778,Finance,Skinner,"sales call",4,10000,"other transportatoin",121.07
2778,Finance,Skinner,"sales call",5,3000,catering,448.89
2779,Logistics,Harvey,conference,1,7000,"plane fare",928.74
2779,Logistics,Harvey,conference,2,10000,"other transportatoin",-36.88
2779,Logistics,Harvey,conference,3,1000,"meal (no alcohol)",0.18
2779,Logistics,Harvey,conference,4,2000,alcohol,12.94
2780,Purchasing,Mckee,"sales call",1,3000,catering,732.69
2780,Purchasing,Mckee,"sales call",2,3000,catering,349.67
2781,Finance,Martins,"sales call",1,1000,"meal (no alcohol)",33.55
2781,Finance,Martins,"sales call",2,9000,"rental car",302.6
2781,Finance,Martins,"sales call",3,6000,misc,45.12
2782,Quality,Piper,"off-site meeting",1,10000,"other transportatoin",74.98
2782,Quality,Piper,"off-site meeting",2,5000,"conference fees",354.93
2783,"Human Resources",Jeffery,"off-site meeting",1,9000,"rental car",327.26
2783,"Human Resources",Jeffery,"off-site meeting",2,3000,catering,445.4
2784,Executive,Yang,"off-site meeting",1,2000,alcohol,8.59
2784,Executive,Yang,"off-site meeting",2,1000,"meal (no alcohol)",27.25
2784,Executive,Yang,"off-site meeting",3,5000,"conference fees",1061.83
2785,"Human Resources",Sellers,"site visit",1,4000,hotel,415.25
2786,"Information Technology",Cannon,"supplier visit",1,4000,hotel,439.92
2787,Finance,Marks,"off-site meeting",1,2000,alcohol,7.08
2787,Finance,Marks,"off-site meeting",2,5000,"conference fees",792.19
2787,Finance,Marks,"off-site meeting",3,9000,"rental car",558.91
2788,Operations,Booker,"sales call",1,2000,alcohol,6.13
2789,"Information Technology",Fitzgerald,"site visit",1,9000,"rental car",433.91
2789,"Information Technology",Fitzgerald,"site visit",2,5000,"conference fees",2099.28
